PFAM_ACC,CLAN,CLAN_Name,PFAM_Name,PFAM_desc
PF01351,CL0219,RNase_H,RNase_HII,Ribonuclease HII
PF09414,CL0078,DNA_ligase,RNA_ligase,RNA ligase
PF10727,CL0063,NADP_Rossmann,Rossmann-like,Rossmann-like domain
PF00301,CL0045,Rubredoxin,Rubredoxin,Rubredoxin
PF18267,CL0608,Reductase_C,Rubredoxin_C,Rubredoxin NAD+ reductase C-terminal domain
PF02075,CL0219,RNase_H,RuvC,Crossover junction endodeoxyribonuclease RuvC
PF01758,CL0064,CPA_AT,SBF,Sodium Bile acid symporter family
PF13593,CL0064,CPA_AT,SBF_like,SBF-like CPA transporter family (DUF4137)
PF05982,CL0064,CPA_AT,Sbt_1,Na+-dependent bicarbonate transporter superfamily
PF02667,CL0182,IT,SCFA_trans,Short chain fatty acid transporter
PF02982,CL0051,NTF2,Scytalone_dh,Scytalone dehydratase
PF06977,CL0186,Beta_propeller,SdiA-regulated,SdiA-regulated
PF19040,CL0264,SGNH_hydrolase,SGNH,SGNH domain (fused to AT3 domains)
PF06128,,,Shigella_OspC,Shigella flexneri OspC protein
PF09335,,,SNARE_assoc,SNARE associated Golgi protein
PF01564,CL0063,NADP_Rossmann,Spermine_synth,Spermine/spermidine synthase domain
PF08631,CL0020,TPR,SPO22,Meiosis protein SPO22/ZIP4 like
PF06468,CL0154,C2,Spond_N,Spondin_N
PF03534,,,SpvB,Salmonella virulence plasmid 65kDa B protein
PF00685,CL0023,P-loop_NTPase,Sulfotransfer_1,Sulfotransferase domain
PF13469,CL0023,P-loop_NTPase,Sulfotransfer_3,Sulfotransferase family
PF04143,,,Sulf_transp,Sulphur transport
PF18043,,,T4_Rnl2_C,T4 RNA ligase 2 C-terminal
PF16295,CL0174,TetR_C,TetR_C_10,"Tetracyclin repressor-like, C-terminal domain"
PF00899,CL0063,NADP_Rossmann,ThiF,ThiF family
PF02568,CL0039,HUP,ThiI,Thiamine biosynthesis protein (ThiI)
PF02597,CL0072,Ubiquitin,ThiS,ThiS family
PF06283,CL0014,Glutaminase_I,ThuA,Trehalose utilisation
PF02926,,,THUMP,THUMP domain
PF06068,CL0023,P-loop_NTPase,TIP49,TIP49 P-loop domain
PF05724,CL0063,NADP_Rossmann,TPMT,Thiopurine S-methyltransferase (TPMT)
PF14561,CL0020,TPR,TPR_20,Tetratricopeptide repeat
PF01204,CL0059,6_Hairpin,Trehalase,Trehalase
PF07492,,,Trehalase_Ca-bi,Neutral trehalase Ca2+ binding domain
PF02358,CL0137,HAD,Trehalose_PPase,Trehalose-phosphatase
PF06609,CL0015,MFS,TRI12,Fungal trichothecene efflux pump (TRI12)
PF04816,CL0063,NADP_Rossmann,TrmK,tRNA (adenine(22)-N(1))-methyltransferase
PF12869,CL0021,OB,tRNA_anti-like,tRNA_anti-like
PF00264,CL0205,Di-copper,Tyrosinase,Common central domain of tyrosinase
PF02696,,,UPF0061,"Uncharacterized ACR, YdiU/UPF0061 family"
PF04297,CL0123,HTH,UPF0122,"Putative helix-turn-helix protein, YlxM / p13 like"
PF17775,CL0051,NTF2,UPF0225,UPF0225 domain
PF05728,CL0028,AB_hydrolase,UPF0227,Uncharacterised protein family (UPF0227)
PF02614,CL0034,Amidohydrolase,UxaC,Glucuronate isomerase
PF03786,CL0036,TIM_barrel,UxuA,D-mannonate dehydratase (UxuA)
PF09905,,,VF530,DNA-binding protein VF530
PF08487,CL0029,Cupin,VIT,Vault protein inter-alpha-trypsin domain
PF13757,CL0029,Cupin,VIT_2,Vault protein inter-alpha-trypsin domain
PF14524,CL0159,E-set,Wzt_C,Wzt C-terminal domain
PF09364,CL0254,THDP-binding,XFP_N,XFP N-terminal domain
PF01906,CL0522,YbjQ-like,YbjQ_1,Putative heavy-metal-binding
PF02624,,,YcaO,"YcaO cyclodehydratase, ATP-ad Mg2+-binding"
PF04794,CL0158,GH_CE,YdjC,YdjC-like protein
PF04945,CL0175,TRASH,YHS,YHS domain
PF14240,,,YHYH,YHYH protein
PF05360,,,YiaAB,yiaA/B two helix domain
PF04893,CL0112,Yip1,Yip1,Yip1 domain
PF03226,CL0080,Beta-tent,Yippee-Mis18,"Yippee zinc-binding/DNA-binding /Mis18, centromere assembly"
PF04237,CL0631,YgaC_TfoX-N,YjbR,YjbR
PF05164,,,ZapA,Cell division protein ZapA
PF09360,,,zf-CDGSH,Iron-binding zinc finger CDGSH type
PF13490,CL0645,Anti-sigma_N,zf-HC2,Putative zinc-finger
PF09297,CL0167,Zn_Beta_Ribbon,zf-NADH-PPase,NADH pyrophosphatase zinc ribbon domain
PF13240,CL0167,Zn_Beta_Ribbon,zinc_ribbon_2,zinc-ribbon domain
PF02535,CL0184,DMT,Zip,ZIP Zinc transporter
PF05618,CL0129,Peptidase_AA,Zn_protease,Putative ATP-dependant zinc protease
PF07388,CL0113,GT-B,A-2_8-polyST,"Alpha-2,8-polysialyltransferase (POLYST)"
PF03306,CL0615,ALDC,AAL_decarboxy,Alpha-acetolactate decarboxylase
PF07336,,,ABATE,Putative stress-induced transcription regulator
PF04392,CL0144,Periplas_BP,ABC_sub_bind,ABC transporter substrate binding protein
PF16822,CL0264,SGNH_hydrolase,ALGX,"SGNH hydrolase-like domain, acetyltransferase AlgX"
PF00245,CL0088,Alk_phosphatase,Alk_phosphatase,Alkaline phosphatase
PF01120,CL0058,Glyco_hydro_tim,Alpha_L_fucos,Alpha-L-fucosidase
PF02522,CL0627,Antibiotic_NAT,Antibiotic_NAT,Aminoglycoside 3-N-acetyltransferase
PF09206,CL0004,Concanavalin,ArabFuran-catal,"Alpha-L-arabinofuranosidase B, catalytic"
PF03079,CL0029,Cupin,ARD,ARD/ARD' family
PF15780,CL0556,PapD-like,ASH,"Abnormal spindle-like microcephaly-assoc'd, ASPM-SPD-2-Hydin"
PF03797,CL0193,MBB,Autotransporter,Autotransporter beta-domain
PF10439,CL0400,GG-leader,Bacteriocin_IIc,Bacteriocin class II with double-glycine leader peptide
PF17389,CL0059,6_Hairpin,Bac_rhamnosid6H,Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain
PF08031,CL0277,FAD-oxidase_C,BBE,Berberine and berberine like 
PF10996,CL0023,P-loop_NTPase,Beta-Casp,Beta-Casp domain
PF02929,CL0103,Gal_mutarotase,Bgal_small_N,Beta galactosidase small chain
PF10405,CL0123,HTH,BHD_3,Rad4 beta-hairpin domain 3
PF19077,CL0159,E-set,Big_13,Bacterial Ig-like domain
PF13750,CL0159,E-set,Big_3_3,Bacterial Ig-like domain (group 3)
PF16640,CL0159,E-set,Big_3_5,Bacterial Ig-like domain (group 3)
PF02498,,,Bro-N,"BRO family, N-terminal domain"
PF00194,,,Carb_anhydrase,Eukaryotic-type carbonic anhydrase
PF08406,CL0671,AAA_lid,CbbQ_C,CbbQ/NirQ/NorQ C-terminal 
PF02018,CL0202,GBD,CBM_4_9,Carbohydrate binding domain
PF02417,,,Chromate_transp,Chromate transporter
PF01512,CL0105,Hybrid,Complex1_51K,Respiratory-chain NADH dehydrogenase 51 Kd subunit
PF06460,CL0063,NADP_Rossmann,CoV_Methyltr_2,Coronavirus 2'-O-methyltransferase
PF01321,CL0356,AMP_N-like,Creatinase_N,Creatinase/Prolidase N-terminal domain
PF19076,CL0159,E-set,CshA_repeat,Surface adhesin CshA repetitive domain
PF11617,,,Cu-binding_MopE,Putative metal-binding motif
PF00394,CL0026,CU_oxidase,Cu-oxidase,Multicopper oxidase
PF07731,CL0026,CU_oxidase,Cu-oxidase_2,Multicopper oxidase
PF07732,CL0026,CU_oxidase,Cu-oxidase_3,Multicopper oxidase
PF00190,CL0029,Cupin,Cupin_1,Cupin
PF09719,CL0317,Multiheme_cytos,C_GCAxxG_C_C,Putative redox-active protein (C_GCAxxG_C_C)
PF14031,,,D-ser_dehydrat,Putative serine dehydratase domain
PF13586,CL0219,RNase_H,DDE_Tnp_1_2,Transposase DDE domain
PF13701,CL0219,RNase_H,DDE_Tnp_1_4,Transposase DDE domain group 1
PF03400,CL0219,RNase_H,DDE_Tnp_IS1,IS1 transposase
PF01323,CL0172,Thioredoxin,DSBA,DSBA-like thioredoxin domain
PF06718,,,DUF1203,Protein of unknown function (DUF1203)
PF06906,,,DUF1272,Protein of unknown function (DUF1272)
PF09924,CL0257,Acetyltrans,DUF2156,Uncharacterised conserved protein (DUF2156)
PF09965,,,DUF2199,Uncharacterized protein conserved in bacteria (DUF2199)
PF09972,,,DUF2207,Predicted membrane protein (DUF2207)
PF10754,CL0347,Tetraspannin,DUF2569,Protein of unknown function (DUF2569)
PF11158,,,DUF2938,Protein of unknown function (DUF2938)
PF11301,,,DUF3103,Protein of unknown function (DUF3103)
PF03994,,,DUF350,Domain of Unknown Function (DUF350) 
PF12358,,,DUF3644,Protein of unknown function (DUF3644) 
PF12487,,,DUF3703,Protein of unknown function (DUF3703) 
PF12686,,,DUF3800,Protein of unknown function (DUF3800)
PF12952,,,DUF3841,Domain of unknown function (DUF3841)
PF13160,,,DUF3995,Protein of unknown function (DUF3995)
PF13200,CL0058,Glyco_hydro_tim,DUF4015,Putative glycosyl hydrolase domain
PF13300,,,DUF4078,Domain of unknown function (DUF4078)
PF13340,,,DUF4096,Putative transposase of IS4/5 family (DUF4096)
PF13569,,,DUF4132,Domain of unknown function (DUF4132)
PF13828,,,DUF4190,Domain of unknown function (DUF4190)
PF14091,CL0260,NTP_transf,DUF4269,Domain of unknown function (DUF4269)
PF01861,CL0063,NADP_Rossmann,DUF43,Branched-chain polyamine synthase A C-terminal domain
PF14229,CL0198,HHH,DUF4332,Domain of unknown function (DUF4332)
PF04256,,,DUF434,Protein of unknown function (DUF434)
PF14394,CL0123,HTH,DUF4423,Domain of unknown function (DUF4423)
PF16220,,,DUF4880,Domain of unknown function (DUF4880)
PF16316,,,DUF4956,Domain of unknown function (DUF4956)
PF16353,CL0159,E-set,DUF4981,Domain of unknown function (DUF4981)
PF16400,CL0159,E-set,DUF5008,Domain of unknown function (DUF5008)
PF16472,CL0186,Beta_propeller,DUF5050,Domain of unknown function (DUF5050)
PF18481,CL0280,PIN,DUF5616,Domain of unknown function (DUF5616)
PF04577,,,DUF563,Protein of unknown function (DUF563)
PF18943,,,DUF5690,Family of unknown function (DUF5690)
PF05114,CL0036,TIM_barrel,DUF692,Protein of unknown function (DUF692)
PF06037,,,DUF922,Bacterial protein of unknown function (DUF922)
PF02221,CL0532,LIG,E1_DerP2_DerF2,ML domain
PF08662,CL0186,Beta_propeller,eIF2A,Eukaryotic translation initiation factor eIF2A
PF02350,CL0113,GT-B,Epimerase_2,UDP-N-acetylglucosamine 2-epimerase
PF06249,CL0029,Cupin,EutQ,Ethanolamine utilisation protein EutQ
PF02634,CL0109,CDA,FdhD-NarQ,FdhD/NarQ family
PF13510,CL0486,Fer2,Fer2_4,2Fe-2S iron-sulfur cluster binding domain
PF09603,,,Fib_succ_major,Fibrobacter succinogenes major domain (Fib_succ_major)
PF12724,CL0042,Flavoprotein,Flavodoxin_5,Flavodoxin domain
PF01268,CL0023,P-loop_NTPase,FTHFS,Formate--tetrahydrofolate ligase
PF13653,CL0384,PLC,GDPD_2,Glycerophosphoryl diester phosphodiesterase family
PF14509,CL0369,GHD,GH97_C,"Glycosyl-hydrolase 97 C-terminal, oligomerisation"
PF14508,CL0103,Gal_mutarotase,GH97_N,Glycosyl-hydrolase 97 N-terminal
PF11397,CL0110,GT-A,GlcNAc,Glycosyltransferase (GlcNAc)
PF03275,CL0063,NADP_Rossmann,GLF,UDP-galactopyranose mutase
PF15644,,,Gln_amidase,"Papain fold toxin 1, glutamine deamidase"
PF10091,CL0059,6_Hairpin,Glycoamylase,Putative glucoamylase
PF04041,CL0143,B_Fructosidase,Glyco_hydro_130,"beta-1,4-mannooligosaccharide phosphorylase"
PF03200,CL0059,6_Hairpin,Glyco_hydro_63,Glycosyl hydrolase family 63 C-terminal domain
PF03198,CL0058,Glyco_hydro_tim,Glyco_hydro_72,Glucanosyltransferase
PF10566,CL0058,Glyco_hydro_tim,Glyco_hydro_97,Glycoside hydrolase 97  
PF12917,CL0237,HD_PDEase,HD_2,HD containing hydrolase-like enzyme 
PF13023,CL0237,HD_PDEase,HD_3,HD domain
PF02985,CL0020,TPR,HEAT,HEAT repeat
PF00045,,,Hemopexin,Hemopexin
PF01079,CL0363,H-int,Hint,Hint module
PF08540,CL0046,Thiolase,HMG_CoA_synt_C,Hydroxymethylglutaryl-coenzyme A synthase C terminal
PF01154,CL0046,Thiolase,HMG_CoA_synt_N,Hydroxymethylglutaryl-coenzyme A synthase N terminal
PF12161,,,HsdM_N,HsdM N-terminal domain
PF04967,CL0123,HTH,HTH_10,HTH DNA binding domain
PF13413,CL0123,HTH,HTH_25,Helix-turn-helix domain
PF07679,CL0011,Ig,I-set,Immunoglobulin I-set domain
PF16680,CL0011,Ig,Ig_4,T-cell surface glycoprotein CD3 delta chain 
PF09294,CL0159,E-set,Interfer-bind,"Interferon-alpha/beta receptor, fibronectin type III"
PF09134,CL0159,E-set,Invasin_D3,"Invasin, domain 3"
PF01419,CL0568,Man_lectin,Jacalin,Jacalin-like lectin domain
PF16509,CL0123,HTH,KORA,TrfB plasmid transcriptional repressor
PF02210,CL0004,Concanavalin,Laminin_G_2,Laminin G domain
PF07858,CL0051,NTF2,LEH,"Limonene-1,2-epoxide hydrolase catalytic domain"
PF09127,CL0020,TPR,Leuk-A4-hydro_C,"Leukotriene A4 hydrolase, C-terminal"
PF13036,CL0342,TolB_N,LpoB,Peptidoglycan-synthase activator LpoB
PF08263,,,LRRNT_2,Leucine rich repeat N-terminal domain
PF12464,,,Mac,Maltose acetyltransferase 
PF06100,CL0063,NADP_Rossmann,MCRA,MCRA family
PF11716,CL0310,DinB,MDMPI_N,Mycothiol maleylpyruvate isomerase N-terminal domain
PF13591,CL0123,HTH,MerR_2,MerR HTH family regulatory protein
PF05891,CL0063,NADP_Rossmann,Methyltransf_PK,AdoMet dependent proline di-methyltransferase
PF03404,CL0159,E-set,Mo-co_dimer,Mo-co oxidoreductase dimerisation domain
PF07666,,,MpPF26,M penetrans paralogue family 26
PF04471,CL0236,PDDEXK,Mrr_cat,Restriction endonuclease
PF01555,CL0063,NADP_Rossmann,N6_N4_Mtase,DNA methylase
PF07461,CL0084,ADP-ribosyl,NADase_NGA,Nicotine adenine dinucleotide glycohydrolase (NADase)
PF10588,,,NADH-G_4Fe-4S_3,NADH-ubiquinone oxidoreductase-G iron-sulfur binding region
PF10589,,,NADH_4Fe-4S,NADH-ubiquinone oxidoreductase-F iron-sulfur binding region
PF05089,CL0058,Glyco_hydro_tim,NAGLU,Alpha-N-acetylglucosaminidase (NAGLU) tim-barrel domain
PF12972,,,NAGLU_C,Alpha-N-acetylglucosaminidase (NAGLU) C-terminal domain
PF12971,CL0546,Hexosaminidase,NAGLU_N,Alpha-N-acetylglucosaminidase (NAGLU) N-terminal domain
PF01292,CL0328,2heme_cytochrom,Ni_hydr_CYTB,Prokaryotic cytochrome b561
PF01234,CL0063,NADP_Rossmann,NNMT_PNMT_TEMT,NNMT/PNMT/TEMT family
PF05573,CL0175,TRASH,NosL,NosL
PF18764,,,nos_propeller,Nitrous oxide reductase propeller repeat
PF10633,CL0159,E-set,NPCBM_assoc,"NPCBM-associated, NEW3 domain of alpha-galactosidase"
PF13597,CL0339,PFL-like,NRDD,Anaerobic ribonucleoside-triphosphate reductase
PF02136,CL0051,NTF2,NTF2,Nuclear transport factor 2 (NTF2) domain
PF09296,CL0261,NUDIX,NUDIX-like,NADH pyrophosphatase-like rudimentary NUDIX domain
PF03922,CL0193,MBB,OmpW,OmpW family
PF00174,CL0072,Ubiquitin,Oxidored_molyb,Oxidoreductase molybdopterin binding domain
PF14583,CL0186,Beta_propeller,Pectate_lyase22,Oligogalacturonate lyase
PF00112,CL0125,Peptidase_CA,Peptidase_C1,Papain family cysteine protease
PF03415,CL0093,Peptidase_CD,Peptidase_C11,Clostripain family
PF03051,CL0125,Peptidase_CA,Peptidase_C1_2,Peptidase C1-like family
PF02073,,,Peptidase_M29,Thermophilic metalloprotease (M29)
PF02868,CL0126,Peptidase_MA,Peptidase_M4_C,"Thermolysin metallopeptidase, alpha-helical domain"
PF09471,CL0126,Peptidase_MA,Peptidase_M64,IgA Peptidase M64
PF01752,CL0126,Peptidase_MA,Peptidase_M9,Collagenase
PF08453,,,Peptidase_M9_N,Peptidase family M9 N-terminal
PF05576,CL0028,AB_hydrolase,Peptidase_S37,PS-10 peptidase S37
PF00949,CL0124,Peptidase_PA,Peptidase_S7,"Peptidase S7, Flavivirus NS3 serine protease "
PF01562,,,Pep_M12B_propep,Reprolysin family propeptide
PF05137,CL0331,EpsM,PilN,Fimbrial assembly protein (PilN)
PF08016,CL0030,Ion_channel,PKD_channel,Polycystin cation channel
PF16918,CL0020,TPR,PknG_TPR,Protein kinase G tetratricopeptide repeat
PF07396,CL0193,MBB,Porin_O_P,Phosphate-selective porin O and P
PF13797,,,Post_transc_reg,Post-transcriptional regulator
PF08478,CL0191,POTRA,POTRA_1,"POTRA domain, FtsQ-type"
PF03395,,,Pox_P4A,Poxvirus P4A protein
PF01535,CL0020,TPR,PPR,PPR repeat
PF13360,CL0186,Beta_propeller,PQQ_2,PQQ-like domain
PF15609,CL0533,PRTase-like,PRTase_2,Phosphoribosyl transferase
PF03209,CL0015,MFS,PUCC,PUCC protein
PF10579,CL0020,TPR,Rapsyn_N,Rapsyn N-terminal myristoylation and linker region
PF12768,,,Rax2,Cortical protein marker for cell polarity
PF18370,CL0159,E-set,RGI_lyase,Rhamnogalacturonan I lyases beta-sheet domain  
PF07521,CL0398,RMMBL_DRMBL,RMMBL,Zn-dependent metallo-hydrolase RNA specificity domain
PF03259,CL0431,PF,Robl_LC7,Roadblock/LC7 domain
PF08666,CL0489,SAF,SAF,SAF domain
PF06426,,,SATase_N,"Serine acetyltransferase, N-terminal "
PF06739,CL0186,Beta_propeller,SBBP,Beta-propeller repeat
PF06821,CL0028,AB_hydrolase,Ser_hydrolase,Serine hydrolase
PF07070,CL0135,Arrestin_N-like,Spo0M,SpoOM protein
PF17004,CL0020,TPR,SRP_TPR_like,Putative TPR-like repeat
PF13192,CL0172,Thioredoxin,Thioredoxin_3,Thioredoxin domain
PF17070,,,Thx,30S ribosomal protein Thx
PF02005,CL0063,NADP_Rossmann,TRM,"N2,N2-dimethylguanosine tRNA methyltransferase"
PF00201,CL0113,GT-B,UDPGT,UDP-glucoronosyl and UDP-glucosyl transferase
PF07686,CL0011,Ig,V-set,Immunoglobulin V-set domain
PF09359,CL0273,CYTH,VTC,VTC domain
PF05406,,,WGR,WGR domain
PF11846,CL0020,TPR,Wzy_C_2,"Virulence factor membrane-bound polymerase, C-terminal"
PF01797,CL0481,HUH,Y1_Tnp,Transposase IS200 like
PF08803,CL0032,Dim_A_B_barrel,ydhR,Putative mono-oxygenase ydhR
PF14588,CL0534,YjgF-like,YjgF_endoribonc,"YjgF/chorismate_mutase-like, putative endoribonuclease"
PF11706,,,zf-CGNR,CGNR zinc finger
PF04354,,,ZipA_C,"ZipA, C-terminal FtsZ-binding domain"
PF16916,,,ZT_dimer,Dimerisation domain of Zinc Transporter
